wbid,term,found
WBGene00016291,nuclear division variant WBPhenotype:0000504,1.0
WBGene00002073,nuclear division variant WBPhenotype:0000504,1.0
WBGene00000875,nuclear division variant WBPhenotype:0000504,1.0
WBGene00001061,nuclear division variant WBPhenotype:0000504,1.0
WBGene00010609,nuclear division variant WBPhenotype:0000504,1.0
WBGene00001161,nuclear division variant WBPhenotype:0000504,1.0
WBGene00003155,nuclear division variant WBPhenotype:0000504,1.0
WBGene00004874,nuclear division variant WBPhenotype:0000504,1.0
WBGene00001832,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00002985,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00000868,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00003159,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00000411,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00010093,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00009372,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00000413,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00003154,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00003155,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00004874,sister chromatid segregation defective early emb WBPhenotype:0000772,1.0
WBGene00004339,fertility reduced WBPhenotype:0001384,1.0
WBGene00011376,fertility reduced WBPhenotype:0001384,1.0
WBGene00019489,fertility reduced WBPhenotype:0001384,1.0
WBGene00012385,fertility reduced WBPhenotype:0001384,1.0
WBGene00012698,fertility reduced WBPhenotype:0001384,1.0
WBGene00001832,fertility reduced WBPhenotype:0001384,1.0
WBGene00006988,fertility reduced WBPhenotype:0001384,1.0
WBGene00011408,fertility reduced WBPhenotype:0001384,1.0
WBGene00003802,fertility reduced WBPhenotype:0001384,1.0
WBGene00002034,fertility reduced WBPhenotype:0001384,1.0
WBGene00010368,fertility reduced WBPhenotype:0001384,1.0
WBGene00019842,fertility reduced WBPhenotype:0001384,1.0
WBGene00010051,fertility reduced WBPhenotype:0001384,1.0
WBGene00006379,fertility reduced WBPhenotype:0001384,1.0
WBGene00009364,fertility reduced WBPhenotype:0001384,1.0
WBGene00012897,fertility reduced WBPhenotype:0001384,1.0
WBGene00009661,fertility reduced WBPhenotype:0001384,1.0
WBGene00002992,fertility reduced WBPhenotype:0001384,1.0
WBGene00012484,fertility reduced WBPhenotype:0001384,1.0
WBGene00003150,fertility reduced WBPhenotype:0001384,1.0
WBGene00020964,fertility reduced WBPhenotype:0001384,1.0
WBGene00012769,fertility reduced WBPhenotype:0001384,1.0
WBGene00015591,fertility reduced WBPhenotype:0001384,1.0
WBGene00005019,fertility reduced WBPhenotype:0001384,1.0
WBGene00009132,fertility reduced WBPhenotype:0001384,1.0
WBGene00011415,fertility reduced WBPhenotype:0001384,1.0
WBGene00011834,fertility reduced WBPhenotype:0001384,1.0
WBGene00007391,fertility reduced WBPhenotype:0001384,1.0
WBGene00001597,fertility reduced WBPhenotype:0001384,1.0
WBGene00004704,fertility reduced WBPhenotype:0001384,1.0
WBGene00011501,fertility reduced WBPhenotype:0001384,1.0
WBGene00015146,fertility reduced WBPhenotype:0001384,1.0
WBGene00018420,fertility reduced WBPhenotype:0001384,1.0
WBGene00002985,fertility reduced WBPhenotype:0001384,1.0
WBGene00003037,fertility reduced WBPhenotype:0001384,1.0
WBGene00000868,fertility reduced WBPhenotype:0001384,1.0
WBGene00003816,fertility reduced WBPhenotype:0001384,1.0
WBGene00001514,fertility reduced WBPhenotype:0001384,1.0
WBGene00021470,fertility reduced WBPhenotype:0001384,1.0
WBGene00008201,fertility reduced WBPhenotype:0001384,1.0
WBGene00016154,fertility reduced WBPhenotype:0001384,1.0
WBGene00000935,fertility reduced WBPhenotype:0001384,1.0
WBGene00004823,fertility reduced WBPhenotype:0001384,1.0
WBGene00003159,fertility reduced WBPhenotype:0001384,1.0
WBGene00010810,fertility reduced WBPhenotype:0001384,1.0
WBGene00004132,fertility reduced WBPhenotype:0001384,1.0
WBGene00016955,fertility reduced WBPhenotype:0001384,1.0
WBGene00013038,fertility reduced WBPhenotype:0001384,1.0
WBGene00009245,fertility reduced WBPhenotype:0001384,1.0
WBGene00000772,fertility reduced WBPhenotype:0001384,1.0
WBGene00003785,fertility reduced WBPhenotype:0001384,1.0
WBGene00000411,fertility reduced WBPhenotype:0001384,1.0
WBGene00009163,fertility reduced WBPhenotype:0001384,1.0
WBGene00004702,fertility reduced WBPhenotype:0001384,1.0
WBGene00007500,fertility reduced WBPhenotype:0001384,1.0
WBGene00003373,fertility reduced WBPhenotype:0001384,1.0
WBGene00023451,fertility reduced WBPhenotype:0001384,1.0
WBGene00002297,fertility reduced WBPhenotype:0001384,1.0
WBGene00008082,fertility reduced WBPhenotype:0001384,1.0
WBGene00010677,fertility reduced WBPhenotype:0001384,1.0
WBGene00011409,fertility reduced WBPhenotype:0001384,1.0
WBGene00004384,fertility reduced WBPhenotype:0001384,1.0
WBGene00009385,fertility reduced WBPhenotype:0001384,1.0
WBGene00006428,fertility reduced WBPhenotype:0001384,1.0
WBGene00011312,fertility reduced WBPhenotype:0001384,1.0
WBGene00001865,fertility reduced WBPhenotype:0001384,1.0
WBGene00001860,fertility reduced WBPhenotype:0001384,1.0
WBGene00016652,fertility reduced WBPhenotype:0001384,1.0
WBGene00010093,fertility reduced WBPhenotype:0001384,1.0
WBGene00013719,fertility reduced WBPhenotype:0001384,1.0
WBGene00000770,fertility reduced WBPhenotype:0001384,1.0
WBGene00004050,fertility reduced WBPhenotype:0001384,1.0
WBGene00022874,fertility reduced WBPhenotype:0001384,1.0
WBGene00018016,fertility reduced WBPhenotype:0001384,1.0
WBGene00008385,fertility reduced WBPhenotype:0001384,1.0
WBGene00003598,fertility reduced WBPhenotype:0001384,1.0
WBGene00017328,fertility reduced WBPhenotype:0001384,1.0
WBGene00020461,fertility reduced WBPhenotype:0001384,1.0
WBGene00001051,fertility reduced WBPhenotype:0001384,1.0
WBGene00003793,fertility reduced WBPhenotype:0001384,1.0
WBGene00019380,fertility reduced WBPhenotype:0001384,1.0
WBGene00019400,fertility reduced WBPhenotype:0001384,1.0
WBGene00004244,fertility reduced WBPhenotype:0001384,1.0
WBGene00003026,fertility reduced WBPhenotype:0001384,1.0
WBGene00003919,fertility reduced WBPhenotype:0001384,1.0
WBGene00016796,fertility reduced WBPhenotype:0001384,1.0
WBGene00000223,fertility reduced WBPhenotype:0001384,1.0
WBGene00019357,fertility reduced WBPhenotype:0001384,1.0
WBGene00011576,fertility reduced WBPhenotype:0001384,1.0
WBGene00015635,fertility reduced WBPhenotype:0001384,1.0
WBGene00022172,fertility reduced WBPhenotype:0001384,1.0
WBGene00021465,fertility reduced WBPhenotype:0001384,1.0
WBGene00004984,fertility reduced WBPhenotype:0001384,1.0
WBGene00012209,fertility reduced WBPhenotype:0001384,1.0
WBGene00016115,fertility reduced WBPhenotype:0001384,1.0
WBGene00004298,fertility reduced WBPhenotype:0001384,1.0
WBGene00009006,fertility reduced WBPhenotype:0001384,1.0
WBGene00007433,fertility reduced WBPhenotype:0001384,1.0
WBGene00003553,fertility reduced WBPhenotype:0001384,1.0
WBGene00044067,fertility reduced WBPhenotype:0001384,1.0
WBGene00011202,fertility reduced WBPhenotype:0001384,1.0
WBGene00005718,fertility reduced WBPhenotype:0001384,1.0
WBGene00009159,fertility reduced WBPhenotype:0001384,1.0
WBGene00000496,fertility reduced WBPhenotype:0001384,1.0
WBGene00006618,fertility reduced WBPhenotype:0001384,1.0
WBGene00002027,fertility reduced WBPhenotype:0001384,1.0
WBGene00022310,fertility reduced WBPhenotype:0001384,1.0
WBGene00007645,fertility reduced WBPhenotype:0001384,1.0
WBGene00001734,fertility reduced WBPhenotype:0001384,1.0
WBGene00009372,fertility reduced WBPhenotype:0001384,1.0
WBGene00020558,fertility reduced WBPhenotype:0001384,1.0
WBGene00016960,fertility reduced WBPhenotype:0001384,1.0
WBGene00044916,fertility reduced WBPhenotype:0001384,1.0
WBGene00001595,fertility reduced WBPhenotype:0001384,1.0
WBGene00010260,fertility reduced WBPhenotype:0001384,1.0
WBGene00015468,fertility reduced WBPhenotype:0001384,1.0
WBGene00016816,fertility reduced WBPhenotype:0001384,1.0
WBGene00002136,fertility reduced WBPhenotype:0001384,1.0
WBGene00077732,fertility reduced WBPhenotype:0001384,1.0
WBGene00003497,fertility reduced WBPhenotype:0001384,1.0
WBGene00007013,fertility reduced WBPhenotype:0001384,1.0
WBGene00000413,fertility reduced WBPhenotype:0001384,1.0
WBGene00003981,fertility reduced WBPhenotype:0001384,1.0
WBGene00010839,fertility reduced WBPhenotype:0001384,1.0
WBGene00019726,fertility reduced WBPhenotype:0001384,1.0
WBGene00011747,fertility reduced WBPhenotype:0001384,1.0
WBGene00007603,fertility reduced WBPhenotype:0001384,1.0
WBGene00020189,fertility reduced WBPhenotype:0001384,1.0
WBGene00022034,fertility reduced WBPhenotype:0001384,1.0
WBGene00016291,fertility reduced WBPhenotype:0001384,1.0
WBGene00022488,fertility reduced WBPhenotype:0001384,1.0
WBGene00008684,fertility reduced WBPhenotype:0001384,1.0
WBGene00012650,fertility reduced WBPhenotype:0001384,1.0
WBGene00002073,fertility reduced WBPhenotype:0001384,1.0
WBGene00003499,fertility reduced WBPhenotype:0001384,1.0
WBGene00010351,fertility reduced WBPhenotype:0001384,1.0
WBGene00013857,fertility reduced WBPhenotype:0001384,1.0
WBGene00304811,fertility reduced WBPhenotype:0001384,1.0
WBGene00000875,fertility reduced WBPhenotype:0001384,1.0
WBGene00007168,fertility reduced WBPhenotype:0001384,1.0
WBGene00007687,fertility reduced WBPhenotype:0001384,1.0
WBGene00020375,fertility reduced WBPhenotype:0001384,1.0
WBGene00008580,fertility reduced WBPhenotype:0001384,1.0
WBGene00001031,fertility reduced WBPhenotype:0001384,1.0
WBGene00011460,fertility reduced WBPhenotype:0001384,1.0
WBGene00000271,fertility reduced WBPhenotype:0001384,1.0
WBGene00013583,fertility reduced WBPhenotype:0001384,1.0
WBGene00020091,fertility reduced WBPhenotype:0001384,1.0
WBGene00003228,fertility reduced WBPhenotype:0001384,1.0
WBGene00001061,fertility reduced WBPhenotype:0001384,1.0
WBGene00009627,fertility reduced WBPhenotype:0001384,1.0
WBGene00009626,fertility reduced WBPhenotype:0001384,1.0
WBGene00009365,fertility reduced WBPhenotype:0001384,1.0
WBGene00015677,fertility reduced WBPhenotype:0001384,1.0
WBGene00010609,fertility reduced WBPhenotype:0001384,1.0
WBGene00007464,fertility reduced WBPhenotype:0001384,1.0
WBGene00001036,fertility reduced WBPhenotype:0001384,1.0
WBGene00011994,fertility reduced WBPhenotype:0001384,1.0
WBGene00004296,fertility reduced WBPhenotype:0001384,1.0
WBGene00020910,fertility reduced WBPhenotype:0001384,1.0
WBGene00010314,fertility reduced WBPhenotype:0001384,1.0
WBGene00011350,fertility reduced WBPhenotype:0001384,1.0
WBGene00002004,fertility reduced WBPhenotype:0001384,1.0
WBGene00001161,fertility reduced WBPhenotype:0001384,1.0
WBGene00016074,fertility reduced WBPhenotype:0001384,1.0
WBGene00003783,fertility reduced WBPhenotype:0001384,1.0
WBGene00015768,fertility reduced WBPhenotype:0001384,1.0
WBGene00007186,fertility reduced WBPhenotype:0001384,1.0
WBGene00013688,fertility reduced WBPhenotype:0001384,1.0
WBGene00022232,fertility reduced WBPhenotype:0001384,1.0
WBGene00013122,fertility reduced WBPhenotype:0001384,1.0
WBGene00021689,fertility reduced WBPhenotype:0001384,1.0
WBGene00086546,fertility reduced WBPhenotype:0001384,1.0
WBGene00009924,fertility reduced WBPhenotype:0001384,1.0
WBGene00004510,fertility reduced WBPhenotype:0001384,1.0
WBGene00003164,fertility reduced WBPhenotype:0001384,1.0
WBGene00004027,fertility reduced WBPhenotype:0001384,1.0
WBGene00003154,fertility reduced WBPhenotype:0001384,1.0
WBGene00003161,fertility reduced WBPhenotype:0001384,1.0
WBGene00011325,fertility reduced WBPhenotype:0001384,1.0
WBGene00011636,fertility reduced WBPhenotype:0001384,1.0
WBGene00020827,fertility reduced WBPhenotype:0001384,1.0
WBGene00001653,fertility reduced WBPhenotype:0001384,1.0
WBGene00010084,fertility reduced WBPhenotype:0001384,1.0
WBGene00017837,fertility reduced WBPhenotype:0001384,1.0
WBGene00011257,fertility reduced WBPhenotype:0001384,1.0
WBGene00000227,fertility reduced WBPhenotype:0001384,1.0
WBGene00002850,fertility reduced WBPhenotype:0001384,1.0
WBGene00006700,fertility reduced WBPhenotype:0001384,1.0
WBGene00004888,fertility reduced WBPhenotype:0001384,1.0
WBGene00003155,fertility reduced WBPhenotype:0001384,1.0
WBGene00014115,fertility reduced WBPhenotype:0001384,1.0
WBGene00004874,fertility reduced WBPhenotype:0001384,1.0
WBGene00017758,fertility reduced WBPhenotype:0001384,1.0
WBGene00000417,fertility reduced WBPhenotype:0001384,1.0
WBGene00012167,fertility reduced WBPhenotype:0001384,1.0
WBGene00001413,fertility reduced WBPhenotype:0001384,1.0
WBGene00004339,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00001832,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00006988,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00012484,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00003150,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00002985,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00000868,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00021470,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00003159,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00013038,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00000411,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00002297,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00013443,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00011409,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00009385,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00010093,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00018016,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00001051,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00008645,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00003793,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00003919,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00003183,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00004984,embryonic cell physiology variant WBPhenotype:0000763,1.0
WBGene00044329,embryonic cell physiology variant WBPhenotype:0000763,1.0
