wbid,term,found
WBGene00003018,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00012639,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00006544,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003681,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000449,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00011926,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00004011,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00007776,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00019299,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00013970,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000440,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00009998,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00013583,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000521,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003629,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00018572,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00001962,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00002987,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00001400,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003657,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00022837,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000220,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00000429,regulatory region nucleic acid binding GO:0001067,1.0
WBGene00003018,neuron development GO:0048666,1.0
WBGene00006620,neuron development GO:0048666,1.0
WBGene00011261,neuron development GO:0048666,1.0
WBGene00006526,neuron development GO:0048666,1.0
WBGene00001434,neuron development GO:0048666,1.0
WBGene00004719,neuron development GO:0048666,1.0
WBGene00006525,neuron development GO:0048666,1.0
WBGene00020800,neuron development GO:0048666,1.0
WBGene00001475,neuron development GO:0048666,1.0
WBGene00000440,neuron development GO:0048666,1.0
WBGene00001210,neuron development GO:0048666,1.0
WBGene00043308,neuron development GO:0048666,1.0
WBGene00018215,biological adhesion GO:0022610,1.0
WBGene00020800,biological adhesion GO:0022610,1.0
WBGene00001475,biological adhesion GO:0022610,1.0
WBGene00000402,biological adhesion GO:0022610,1.0
WBGene00020691,biological adhesion GO:0022610,1.0
WBGene00012796,biological adhesion GO:0022610,1.0
WBGene00022103,biological adhesion GO:0022610,1.0
WBGene00000399,biological adhesion GO:0022610,1.0
WBGene00007170,biological adhesion GO:0022610,1.0
WBGene00006411,dendritic tree GO:0097447,1.0
WBGene00000193,dendritic tree GO:0097447,1.0
WBGene00006526,dendritic tree GO:0097447,1.0
WBGene00004719,dendritic tree GO:0097447,1.0
WBGene00001121,dendritic tree GO:0097447,1.0
WBGene00001475,dendritic tree GO:0097447,1.0
WBGene00001556,dendritic tree GO:0097447,1.0
WBGene00009844,dendritic tree GO:0097447,1.0
WBGene00001612,dendritic tree GO:0097447,1.0
WBGene00022696,dendritic tree GO:0097447,1.0
WBGene00010642,dendritic tree GO:0097447,1.0
WBGene00022465,dendritic tree GO:0097447,1.0
WBGene00017394,calcium ion binding GO:0005509,1.0
WBGene00018411,calcium ion binding GO:0005509,1.0
WBGene00022816,calcium ion binding GO:0005509,1.0
WBGene00001475,calcium ion binding GO:0005509,1.0
WBGene00000402,calcium ion binding GO:0005509,1.0
WBGene00019285,calcium ion binding GO:0005509,1.0
WBGene00022103,calcium ion binding GO:0005509,1.0
WBGene00019901,calcium ion binding GO:0005509,1.0
WBGene00012917,calcium ion binding GO:0005509,1.0
WBGene00000399,calcium ion binding GO:0005509,1.0
WBGene00007170,calcium ion binding GO:0005509,1.0
WBGene00010613,negative regulation of metabolic process GO:0009892,1.0
WBGene00006544,negative regulation of metabolic process GO:0009892,1.0
WBGene00020863,negative regulation of metabolic process GO:0009892,1.0
WBGene00000902,negative regulation of metabolic process GO:0009892,1.0
WBGene00004011,negative regulation of metabolic process GO:0009892,1.0
WBGene00019646,negative regulation of metabolic process GO:0009892,1.0
WBGene00006424,negative regulation of metabolic process GO:0009892,1.0
WBGene00019212,negative regulation of metabolic process GO:0009892,1.0
WBGene00011328,negative regulation of metabolic process GO:0009892,1.0
WBGene00012186,negative regulation of metabolic process GO:0009892,1.0
WBGene00015426,negative regulation of metabolic process GO:0009892,1.0
WBGene00012648,negative regulation of metabolic process GO:0009892,1.0
WBGene00009328,negative regulation of metabolic process GO:0009892,1.0
WBGene00013846,negative regulation of metabolic process GO:0009892,1.0
WBGene00016523,negative regulation of metabolic process GO:0009892,1.0
WBGene00012670,negative regulation of metabolic process GO:0009892,1.0
WBGene00018572,negative regulation of metabolic process GO:0009892,1.0
WBGene00020648,negative regulation of metabolic process GO:0009892,1.0
WBGene00005643,negative regulation of metabolic process GO:0009892,1.0
WBGene00015620,negative regulation of metabolic process GO:0009892,1.0
WBGene00020017,negative regulation of metabolic process GO:0009892,1.0
WBGene00001210,negative regulation of metabolic process GO:0009892,1.0
WBGene00012271,negative regulation of metabolic process GO:0009892,1.0
WBGene00007479,negative regulation of metabolic process GO:0009892,1.0
WBGene00010765,negative regulation of metabolic process GO:0009892,1.0
WBGene00000220,negative regulation of metabolic process GO:0009892,1.0
WBGene00013849,negative regulation of metabolic process GO:0009892,1.0
WBGene00023416,negative regulation of metabolic process GO:0009892,1.0
WBGene00010738,negative regulation of metabolic process GO:0009892,1.0
WBGene00000429,negative regulation of metabolic process GO:0009892,1.0
WBGene00006526,passive transmembrane transporter activity GO:0022803,1.0
WBGene00017879,passive transmembrane transporter activity GO:0022803,1.0
WBGene00018115,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006525,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006666,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022829,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006664,passive transmembrane transporter activity GO:0022803,1.0
WBGene00012116,passive transmembrane transporter activity GO:0022803,1.0
WBGene00000062,passive transmembrane transporter activity GO:0022803,1.0
WBGene00044387,passive transmembrane transporter activity GO:0022803,1.0
WBGene00003841,passive transmembrane transporter activity GO:0022803,1.0
WBGene00001619,passive transmembrane transporter activity GO:0022803,1.0
WBGene00017597,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022283,passive transmembrane transporter activity GO:0022803,1.0
WBGene00020490,passive transmembrane transporter activity GO:0022803,1.0
WBGene00013333,passive transmembrane transporter activity GO:0022803,1.0
WBGene00022274,passive transmembrane transporter activity GO:0022803,1.0
WBGene00010784,passive transmembrane transporter activity GO:0022803,1.0
WBGene00001612,passive transmembrane transporter activity GO:0022803,1.0
WBGene00003058,passive transmembrane transporter activity GO:0022803,1.0
WBGene00044138,passive transmembrane transporter activity GO:0022803,1.0
WBGene00013272,passive transmembrane transporter activity GO:0022803,1.0
WBGene00006620,cell projection organization GO:0030030,1.0
WBGene00011261,cell projection organization GO:0030030,1.0
WBGene00004281,cell projection organization GO:0030030,1.0
WBGene00000193,cell projection organization GO:0030030,1.0
WBGene00006526,cell projection organization GO:0030030,1.0
WBGene00001434,cell projection organization GO:0030030,1.0
WBGene00004719,cell projection organization GO:0030030,1.0
WBGene00006525,cell projection organization GO:0030030,1.0
WBGene00020800,cell projection organization GO:0030030,1.0
WBGene00017120,cell projection organization GO:0030030,1.0
WBGene00003886,cell projection organization GO:0030030,1.0
WBGene00001121,cell projection organization GO:0030030,1.0
WBGene00001475,cell projection organization GO:0030030,1.0
WBGene00018042,cell projection organization GO:0030030,1.0
WBGene00016165,cell projection organization GO:0030030,1.0
WBGene00006960,cell projection organization GO:0030030,1.0
WBGene00007490,cell projection organization GO:0030030,1.0
WBGene00000440,cell projection organization GO:0030030,1.0
WBGene00020825,cell projection organization GO:0030030,1.0
WBGene00015309,cell projection organization GO:0030030,1.0
WBGene00012779,cell projection organization GO:0030030,1.0
WBGene00000485,cell projection organization GO:0030030,1.0
WBGene00012826,cell projection organization GO:0030030,1.0
WBGene00016744,cell projection organization GO:0030030,1.0
WBGene00010898,cell projection organization GO:0030030,1.0
WBGene00001210,cell projection organization GO:0030030,1.0
WBGene00016005,cell projection organization GO:0030030,1.0
WBGene00000241,cell projection organization GO:0030030,1.0
WBGene00194710,cell projection organization GO:0030030,1.0
WBGene00001117,cell projection organization GO:0030030,1.0
WBGene00000490,cell projection organization GO:0030030,1.0
WBGene00022696,cell projection organization GO:0030030,1.0
WBGene00010642,cell projection organization GO:0030030,1.0
WBGene00000484,cell projection organization GO:0030030,1.0
WBGene00018727,cell projection organization GO:0030030,1.0
WBGene00019828,cell projection organization GO:0030030,1.0
WBGene00022465,cell projection organization GO:0030030,1.0
WBGene00043308,cell projection organization GO:0030030,1.0
WBGene00006620,extracellular space GO:0005615,1.0
WBGene00006952,extracellular space GO:0005615,1.0
WBGene00022242,extracellular space GO:0005615,1.0
WBGene00006947,extracellular space GO:0005615,1.0
WBGene00000251,extracellular space GO:0005615,1.0
WBGene00003888,extracellular space GO:0005615,1.0
WBGene00019212,extracellular space GO:0005615,1.0
WBGene00020281,extracellular space GO:0005615,1.0
WBGene00021594,extracellular space GO:0005615,1.0
WBGene00012186,extracellular space GO:0005615,1.0
WBGene00004998,extracellular space GO:0005615,1.0
WBGene00009890,extracellular space GO:0005615,1.0
WBGene00013352,extracellular space GO:0005615,1.0
WBGene00010423,extracellular space GO:0005615,1.0
WBGene00005643,extracellular space GO:0005615,1.0
WBGene00015620,extracellular space GO:0005615,1.0
WBGene00020017,extracellular space GO:0005615,1.0
WBGene00019331,extracellular space GO:0005615,1.0
WBGene00003029,extracellular space GO:0005615,1.0
WBGene00001075,extracellular space GO:0005615,1.0
WBGene00016619,extracellular space GO:0005615,1.0
WBGene00007325,extracellular space GO:0005615,1.0
WBGene00021213,extracellular space GO:0005615,1.0
WBGene00004992,extracellular space GO:0005615,1.0
WBGene00000702,extracellular space GO:0005615,1.0
WBGene00003018,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00004393,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00012639,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00006544,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001434,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00017755,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003681,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000449,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00011926,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00004011,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00007776,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00019299,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00008640,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00013970,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000440,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00009998,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00013583,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000521,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00015523,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003629,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001962,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00019751,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00002987,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001400,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00001210,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00003657,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00022837,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00018412,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000220,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00000429,DNA-binding transcription factor activity GO:0003700,1.0
WBGene00020694,cellular macromolecule localization GO:0070727,1.0
WBGene00011261,cellular macromolecule localization GO:0070727,1.0
WBGene00004281,cellular macromolecule localization GO:0070727,1.0
WBGene00000193,cellular macromolecule localization GO:0070727,1.0
WBGene00004719,cellular macromolecule localization GO:0070727,1.0
WBGene00012132,cellular macromolecule localization GO:0070727,1.0
WBGene00003886,cellular macromolecule localization GO:0070727,1.0
WBGene00001121,cellular macromolecule localization GO:0070727,1.0
WBGene00019212,cellular macromolecule localization GO:0070727,1.0
WBGene00011083,cellular macromolecule localization GO:0070727,1.0
WBGene00016165,cellular macromolecule localization GO:0070727,1.0
WBGene00006960,cellular macromolecule localization GO:0070727,1.0
WBGene00007490,cellular macromolecule localization GO:0070727,1.0
WBGene00017597,cellular macromolecule localization GO:0070727,1.0
WBGene00000485,cellular macromolecule localization GO:0070727,1.0
WBGene00016005,cellular macromolecule localization GO:0070727,1.0
WBGene00000241,cellular macromolecule localization GO:0070727,1.0
WBGene00008144,cellular macromolecule localization GO:0070727,1.0
WBGene00194710,cellular macromolecule localization GO:0070727,1.0
WBGene00001117,cellular macromolecule localization GO:0070727,1.0
WBGene00000490,cellular macromolecule localization GO:0070727,1.0
WBGene00022696,cellular macromolecule localization GO:0070727,1.0
WBGene00010642,cellular macromolecule localization GO:0070727,1.0
WBGene00022465,cellular macromolecule localization GO:0070727,1.0
WBGene00043308,cellular macromolecule localization GO:0070727,1.0
WBGene00044542,cellular macromolecule localization GO:0070727,1.0
WBGene00004155,intrinsic component of membrane GO:0031224,1.0
WBGene00010939,intrinsic component of membrane GO:0031224,1.0
WBGene00045379,intrinsic component of membrane GO:0031224,1.0
WBGene00007951,intrinsic component of membrane GO:0031224,1.0
WBGene00020694,intrinsic component of membrane GO:0031224,1.0
WBGene00008369,intrinsic component of membrane GO:0031224,1.0
WBGene00010683,intrinsic component of membrane GO:0031224,1.0
WBGene00016422,intrinsic component of membrane GO:0031224,1.0
WBGene00015000,intrinsic component of membrane GO:0031224,1.0
WBGene00013960,intrinsic component of membrane GO:0031224,1.0
WBGene00011971,intrinsic component of membrane GO:0031224,1.0
WBGene00011534,intrinsic component of membrane GO:0031224,1.0
WBGene00020365,intrinsic component of membrane GO:0031224,1.0
WBGene00006411,intrinsic component of membrane GO:0031224,1.0
WBGene00013848,intrinsic component of membrane GO:0031224,1.0
WBGene00021876,intrinsic component of membrane GO:0031224,1.0
WBGene00004974,intrinsic component of membrane GO:0031224,1.0
WBGene00001071,intrinsic component of membrane GO:0031224,1.0
WBGene00044463,intrinsic component of membrane GO:0031224,1.0
WBGene00009541,intrinsic component of membrane GO:0031224,1.0
WBGene00006522,intrinsic component of membrane GO:0031224,1.0
WBGene00006526,intrinsic component of membrane GO:0031224,1.0
WBGene00044620,intrinsic component of membrane GO:0031224,1.0
WBGene00000633,intrinsic component of membrane GO:0031224,1.0
WBGene00013852,intrinsic component of membrane GO:0031224,1.0
WBGene00018215,intrinsic component of membrane GO:0031224,1.0
WBGene00077786,intrinsic component of membrane GO:0031224,1.0
WBGene00017645,intrinsic component of membrane GO:0031224,1.0
WBGene00044772,intrinsic component of membrane GO:0031224,1.0
WBGene00014065,intrinsic component of membrane GO:0031224,1.0
WBGene00017879,intrinsic component of membrane GO:0031224,1.0
WBGene00000712,intrinsic component of membrane GO:0031224,1.0
WBGene00001070,intrinsic component of membrane GO:0031224,1.0
WBGene00017400,intrinsic component of membrane GO:0031224,1.0
WBGene00007247,intrinsic component of membrane GO:0031224,1.0
WBGene00006525,intrinsic component of membrane GO:0031224,1.0
WBGene00014008,intrinsic component of membrane GO:0031224,1.0
WBGene00020800,intrinsic component of membrane GO:0031224,1.0
WBGene00017120,intrinsic component of membrane GO:0031224,1.0
WBGene00001065,intrinsic component of membrane GO:0031224,1.0
WBGene00006666,intrinsic component of membrane GO:0031224,1.0
WBGene00022829,intrinsic component of membrane GO:0031224,1.0
WBGene00010893,intrinsic component of membrane GO:0031224,1.0
WBGene00006428,intrinsic component of membrane GO:0031224,1.0
WBGene00009155,intrinsic component of membrane GO:0031224,1.0
WBGene00006664,intrinsic component of membrane GO:0031224,1.0
WBGene00008401,intrinsic component of membrane GO:0031224,1.0
WBGene00020728,intrinsic component of membrane GO:0031224,1.0
WBGene00012165,intrinsic component of membrane GO:0031224,1.0
WBGene00007483,intrinsic component of membrane GO:0031224,1.0
WBGene00000747,intrinsic component of membrane GO:0031224,1.0
WBGene00010448,intrinsic component of membrane GO:0031224,1.0
WBGene00012609,intrinsic component of membrane GO:0031224,1.0
WBGene00077768,intrinsic component of membrane GO:0031224,1.0
WBGene00018931,intrinsic component of membrane GO:0031224,1.0
WBGene00010916,intrinsic component of membrane GO:0031224,1.0
WBGene00012116,intrinsic component of membrane GO:0031224,1.0
WBGene00004219,intrinsic component of membrane GO:0031224,1.0
WBGene00022577,intrinsic component of membrane GO:0031224,1.0
WBGene00000902,intrinsic component of membrane GO:0031224,1.0
WBGene00011220,intrinsic component of membrane GO:0031224,1.0
WBGene00009107,intrinsic component of membrane GO:0031224,1.0
WBGene00008128,intrinsic component of membrane GO:0031224,1.0
WBGene00016748,intrinsic component of membrane GO:0031224,1.0
WBGene00000003,intrinsic component of membrane GO:0031224,1.0
WBGene00005893,intrinsic component of membrane GO:0031224,1.0
WBGene00009904,intrinsic component of membrane GO:0031224,1.0
WBGene00014094,intrinsic component of membrane GO:0031224,1.0
WBGene00009371,intrinsic component of membrane GO:0031224,1.0
WBGene00022816,intrinsic component of membrane GO:0031224,1.0
WBGene00013833,intrinsic component of membrane GO:0031224,1.0
WBGene00001475,intrinsic component of membrane GO:0031224,1.0
WBGene00000969,intrinsic component of membrane GO:0031224,1.0
WBGene00021449,intrinsic component of membrane GO:0031224,1.0
WBGene00007260,intrinsic component of membrane GO:0031224,1.0
WBGene00000062,intrinsic component of membrane GO:0031224,1.0
WBGene00018042,intrinsic component of membrane GO:0031224,1.0
WBGene00012224,intrinsic component of membrane GO:0031224,1.0
WBGene00013457,intrinsic component of membrane GO:0031224,1.0
WBGene00016088,intrinsic component of membrane GO:0031224,1.0
WBGene00003841,intrinsic component of membrane GO:0031224,1.0
WBGene00000627,intrinsic component of membrane GO:0031224,1.0
WBGene00000402,intrinsic component of membrane GO:0031224,1.0
WBGene00020590,intrinsic component of membrane GO:0031224,1.0
WBGene00011473,intrinsic component of membrane GO:0031224,1.0
WBGene00010205,intrinsic component of membrane GO:0031224,1.0
WBGene00005017,intrinsic component of membrane GO:0031224,1.0
WBGene00005718,intrinsic component of membrane GO:0031224,1.0
WBGene00007146,intrinsic component of membrane GO:0031224,1.0
WBGene00015952,intrinsic component of membrane GO:0031224,1.0
WBGene00044631,intrinsic component of membrane GO:0031224,1.0
WBGene00010442,intrinsic component of membrane GO:0031224,1.0
WBGene00013281,intrinsic component of membrane GO:0031224,1.0
WBGene00007495,intrinsic component of membrane GO:0031224,1.0
WBGene00045497,intrinsic component of membrane GO:0031224,1.0
WBGene00008763,intrinsic component of membrane GO:0031224,1.0
WBGene00007861,intrinsic component of membrane GO:0031224,1.0
WBGene00008583,intrinsic component of membrane GO:0031224,1.0
WBGene00021396,intrinsic component of membrane GO:0031224,1.0
WBGene00011704,intrinsic component of membrane GO:0031224,1.0
WBGene00006761,intrinsic component of membrane GO:0031224,1.0
WBGene00017351,intrinsic component of membrane GO:0031224,1.0
WBGene00022591,intrinsic component of membrane GO:0031224,1.0
WBGene00001619,intrinsic component of membrane GO:0031224,1.0
WBGene00007420,intrinsic component of membrane GO:0031224,1.0
WBGene00044297,intrinsic component of membrane GO:0031224,1.0
WBGene00044437,intrinsic component of membrane GO:0031224,1.0
WBGene00004017,intrinsic component of membrane GO:0031224,1.0
WBGene00020825,intrinsic component of membrane GO:0031224,1.0
WBGene00007809,intrinsic component of membrane GO:0031224,1.0
WBGene00009653,intrinsic component of membrane GO:0031224,1.0
WBGene00015019,intrinsic component of membrane GO:0031224,1.0
WBGene00018094,intrinsic component of membrane GO:0031224,1.0
WBGene00019977,intrinsic component of membrane GO:0031224,1.0
WBGene00022283,intrinsic component of membrane GO:0031224,1.0
WBGene00016988,intrinsic component of membrane GO:0031224,1.0
WBGene00005004,intrinsic component of membrane GO:0031224,1.0
WBGene00020490,intrinsic component of membrane GO:0031224,1.0
WBGene00044295,intrinsic component of membrane GO:0031224,1.0
WBGene00000853,intrinsic component of membrane GO:0031224,1.0
WBGene00009844,intrinsic component of membrane GO:0031224,1.0
WBGene00016514,intrinsic component of membrane GO:0031224,1.0
WBGene00021156,intrinsic component of membrane GO:0031224,1.0
WBGene00012939,intrinsic component of membrane GO:0031224,1.0
WBGene00019979,intrinsic component of membrane GO:0031224,1.0
WBGene00014122,intrinsic component of membrane GO:0031224,1.0
WBGene00013333,intrinsic component of membrane GO:0031224,1.0
WBGene00010423,intrinsic component of membrane GO:0031224,1.0
WBGene00007324,intrinsic component of membrane GO:0031224,1.0
WBGene00001626,intrinsic component of membrane GO:0031224,1.0
WBGene00003987,intrinsic component of membrane GO:0031224,1.0
WBGene00020420,intrinsic component of membrane GO:0031224,1.0
WBGene00000754,intrinsic component of membrane GO:0031224,1.0
WBGene00009949,intrinsic component of membrane GO:0031224,1.0
WBGene00009041,intrinsic component of membrane GO:0031224,1.0
WBGene00017421,intrinsic component of membrane GO:0031224,1.0
WBGene00015620,intrinsic component of membrane GO:0031224,1.0
WBGene00010319,intrinsic component of membrane GO:0031224,1.0
WBGene00206461,intrinsic component of membrane GO:0031224,1.0
WBGene00004233,intrinsic component of membrane GO:0031224,1.0
WBGene00020855,intrinsic component of membrane GO:0031224,1.0
WBGene00007751,intrinsic component of membrane GO:0031224,1.0
WBGene00017168,intrinsic component of membrane GO:0031224,1.0
WBGene00018268,intrinsic component of membrane GO:0031224,1.0
WBGene00009816,intrinsic component of membrane GO:0031224,1.0
WBGene00000760,intrinsic component of membrane GO:0031224,1.0
WBGene00012635,intrinsic component of membrane GO:0031224,1.0
WBGene00019154,intrinsic component of membrane GO:0031224,1.0
WBGene00011922,intrinsic component of membrane GO:0031224,1.0
WBGene00018275,intrinsic component of membrane GO:0031224,1.0
WBGene00017015,intrinsic component of membrane GO:0031224,1.0
WBGene00010258,intrinsic component of membrane GO:0031224,1.0
WBGene00000695,intrinsic component of membrane GO:0031224,1.0
WBGene00044630,intrinsic component of membrane GO:0031224,1.0
WBGene00016761,intrinsic component of membrane GO:0031224,1.0
WBGene00011427,intrinsic component of membrane GO:0031224,1.0
WBGene00012304,intrinsic component of membrane GO:0031224,1.0
WBGene00022103,intrinsic component of membrane GO:0031224,1.0
WBGene00001547,intrinsic component of membrane GO:0031224,1.0
WBGene00004223,intrinsic component of membrane GO:0031224,1.0
WBGene00044411,intrinsic component of membrane GO:0031224,1.0
WBGene00007174,intrinsic component of membrane GO:0031224,1.0
WBGene00004224,intrinsic component of membrane GO:0031224,1.0
WBGene00008093,intrinsic component of membrane GO:0031224,1.0
WBGene00008251,intrinsic component of membrane GO:0031224,1.0
WBGene00015626,intrinsic component of membrane GO:0031224,1.0
WBGene00020663,intrinsic component of membrane GO:0031224,1.0
WBGene00009304,intrinsic component of membrane GO:0031224,1.0
WBGene00001075,intrinsic component of membrane GO:0031224,1.0
WBGene00009849,intrinsic component of membrane GO:0031224,1.0
WBGene00017614,intrinsic component of membrane GO:0031224,1.0
WBGene00021788,intrinsic component of membrane GO:0031224,1.0
WBGene00018078,intrinsic component of membrane GO:0031224,1.0
WBGene00017296,intrinsic component of membrane GO:0031224,1.0
WBGene00012255,intrinsic component of membrane GO:0031224,1.0
WBGene00010784,intrinsic component of membrane GO:0031224,1.0
WBGene00017936,intrinsic component of membrane GO:0031224,1.0
WBGene00013585,intrinsic component of membrane GO:0031224,1.0
WBGene00011948,intrinsic component of membrane GO:0031224,1.0
WBGene00016242,intrinsic component of membrane GO:0031224,1.0
WBGene00011594,intrinsic component of membrane GO:0031224,1.0
WBGene00194710,intrinsic component of membrane GO:0031224,1.0
