OG0000175	multi-copy orthogroup present in both species
OG0000176	multi-copy orthogroup present in both species
OG0000177	multi-caeno inopinata-absent
OG0000179	multi-caeno inopinata-absent
OG0000180	multi-caeno inopinata-absent
OG0000181	inopinata-specific multi-copy
OG0000182	inopinata-specific multi-copy
OG0000183	multi-caeno elegans-absent
OG0000184	inopinata-specific multi-copy
OG0000185	inopinata-specific multi-copy
OG0000188	multi-copy orthogroup present in both species
OG0000189	multi-copy orthogroup present in both species
OG0000190	multi-caeno inopinata-absent
OG0000191	multi-caeno elegans-absent
OG0000192	multi-copy orthogroup present in both species
OG0000193	multi-copy orthogroup present in both species
OG0000195	inopinata-specific multi-copy
OG0000196	multi-caeno elegans-absent
OG0000197	inopinata-specific multi-copy
OG0000198	multi-caeno elegans-absent
OG0000201	multi-caeno inopinata-absent
OG0000202	multi-caeno inopinata-absent
OG0000203	multi-copy orthogroup present in both species
OG0000204	multi-copy orthogroup present in both species
OG0000205	multi-copy orthogroup present in both species
OG0000207	multi-copy orthogroup present in both species
OG0000208	multi-copy orthogroup present in both species
OG0000209	single-copy ortholog
OG0000210	multi-copy orthogroup present in both species
OG0000211	multi-copy orthogroup present in both species
OG0000212	multi-caeno inopinata-absent
OG0000213	multi-caeno elegans-absent
OG0000214	multi-caeno inopinata-absent
OG0000215	elegans-specific multi-copy
OG0000216	multi-caeno inopinata-absent
OG0000217	inopinata-specific multi-copy
OG0000218	inopinata-specific multi-copy
OG0000219	inopinata-specific multi-copy
OG0000221	multi-caeno inopinata-absent
OG0000222	multi-copy orthogroup present in both species
OG0000223	multi-copy orthogroup present in both species
OG0000224	multi-copy orthogroup present in both species
OG0000225	multi-copy orthogroup present in both species
OG0000227	multi-caeno elegans-absent
OG0000228	multi-caeno inopinata-absent
OG0000230	inopinata-specific multi-copy
OG0000231	inopinata-specific multi-copy
OG0000232	inopinata-specific multi-copy
OG0000233	multi-caeno elegans-absent
OG0000236	multi-copy orthogroup present in both species
OG0000237	multi-copy orthogroup present in both species
OG0000238	multi-copy orthogroup present in both species
OG0000239	multi-copy orthogroup present in both species
OG0000240	multi-copy orthogroup present in both species
OG0000241	single-copy ortholog
OG0000242	multi-copy orthogroup present in both species
OG0000243	multi-caeno elegans-absent
OG0000244	single-copy ortholog
OG0000246	elegans-specific multi-copy
OG0000247	elegans-specific multi-copy
OG0000248	multi-copy orthogroup present in both species
OG0000249	inopinata-specific multi-copy
OG0000250	inopinata-specific multi-copy
OG0000251	multi-caeno elegans-absent
OG0000252	inopinata-specific multi-copy
OG0000255	multi-caeno inopinata-absent
OG0000256	multi-copy orthogroup present in both species
OG0000257	multi-copy orthogroup present in both species
OG0000258	multi-caeno elegans-absent
OG0000259	multi-copy orthogroup present in both species
OG0000260	multi-copy orthogroup present in both species
OG0000262	multi-copy orthogroup present in both species
OG0000263	multi-caeno inopinata-absent
OG0000265	inopinata-specific multi-copy
OG0000272	multi-copy orthogroup present in both species
OG0000273	multi-copy orthogroup present in both species
OG0000274	multi-copy orthogroup present in both species
OG0000275	multi-caeno inopinata-absent
OG0000276	multi-copy orthogroup present in both species
OG0000277	multi-copy orthogroup present in both species
OG0000278	multi-copy orthogroup present in both species
OG0000279	multi-copy orthogroup present in both species
OG0000281	multi-caeno inopinata-absent
OG0000282	single-copy ortholog
OG0000283	multi-copy orthogroup present in both species
OG0000284	multi-caeno inopinata-absent
OG0000286	multi-copy orthogroup present in both species
OG0000287	multi-caeno elegans-absent
OG0000288	multi-copy orthogroup present in both species
OG0000289	multi-copy orthogroup present in both species
OG0000290	multi-caeno inopinata-absent
OG0000291	multi-copy orthogroup present in both species
OG0000294	multi-caeno elegans-absent
OG0000295	elegans-specific multi-copy
OG0000296	multi-copy orthogroup present in both species
OG0000297	multi-caeno inopinata-absent
OG0000298	multi-caeno elegans-absent
OG0000299	inopinata-specific multi-copy
OG0000305	multi-copy orthogroup present in both species
OG0000307	multi-copy orthogroup present in both species
OG0000308	multi-copy orthogroup present in both species
OG0000309	multi-copy orthogroup present in both species
OG0000310	multi-copy orthogroup present in both species
OG0000311	multi-copy orthogroup present in both species
OG0000312	multi-copy orthogroup present in both species
OG0000313	multi-caeno inopinata-absent
OG0000314	multi-caeno inopinata-absent
OG0000315	multi-copy orthogroup present in both species
OG0000316	multi-copy orthogroup present in both species
OG0000317	multi-copy orthogroup present in both species
OG0000318	multi-copy orthogroup present in both species
OG0000319	multi-copy orthogroup present in both species
OG0000320	multi-copy orthogroup present in both species
OG0000321	multi-copy orthogroup present in both species
OG0000324	multi-copy orthogroup present in both species
OG0000326	multi-caeno elegans-absent
OG0000327	multi-caeno inopinata-absent
OG0000328	elegans-specific multi-copy
OG0000329	multi-copy orthogroup present in both species
OG0000330	elegans-specific multi-copy
OG0000331	inopinata-specific multi-copy
OG0000332	inopinata-specific multi-copy
OG0000333	inopinata-specific multi-copy
OG0000334	multi-caeno elegans-absent
OG0000336	multi-copy orthogroup present in both species
OG0000337	multi-caeno inopinata-absent
OG0000338	multi-caeno elegans-absent
OG0000339	multi-caeno inopinata-absent
OG0000340	multi-copy orthogroup present in both species
OG0000341	multi-caeno inopinata-absent
OG0000342	multi-copy orthogroup present in both species
OG0000343	multi-copy orthogroup present in both species
OG0000344	multi-copy orthogroup present in both species
OG0000345	multi-copy orthogroup present in both species
OG0000346	multi-copy orthogroup present in both species
OG0000348	multi-caeno inopinata-absent
OG0000349	multi-copy orthogroup present in both species
OG0000351	multi-copy orthogroup present in both species
OG0000352	multi-copy orthogroup present in both species
OG0000353	multi-caeno inopinata-absent
OG0000355	multi-caeno inopinata-absent
OG0000358	multi-copy orthogroup present in both species
OG0000359	multi-copy orthogroup present in both species
OG0000360	multi-copy orthogroup present in both species
OG0000362	multi-copy orthogroup present in both species
OG0000364	multi-copy orthogroup present in both species
OG0000365	multi-copy orthogroup present in both species
OG0000366	single-copy ortholog
OG0000367	elegans-specific multi-copy
OG0000368	multi-caeno inopinata-absent
OG0000369	elegans-specific multi-copy
OG0000370	multi-caeno inopinata-absent
OG0000371	inopinata-specific multi-copy
OG0000372	inopinata-specific multi-copy
OG0000373	multi-caeno elegans-absent
OG0000377	multi-caeno inopinata-absent
OG0000378	multi-copy orthogroup present in both species
OG0000379	multi-copy orthogroup present in both species
OG0000380	multi-copy orthogroup present in both species
OG0000381	multi-caeno inopinata-absent
OG0000382	multi-copy orthogroup present in both species
OG0000383	multi-caeno inopinata-absent
OG0000384	multi-copy orthogroup present in both species
OG0000388	multi-copy orthogroup present in both species
OG0000389	single-copy ortholog
OG0000390	multi-copy orthogroup present in both species
OG0000391	multi-copy orthogroup present in both species
OG0000392	multi-copy orthogroup present in both species
OG0000393	multi-copy orthogroup present in both species
OG0000394	multi-copy orthogroup present in both species
OG0000395	multi-caeno inopinata-absent
OG0000396	multi-copy orthogroup present in both species
OG0000397	multi-copy orthogroup present in both species
OG0000398	multi-copy orthogroup present in both species
OG0000399	multi-caeno inopinata-absent
OG0000400	multi-caeno elegans-absent
OG0000401	multi-copy orthogroup present in both species
OG0000402	multi-copy orthogroup present in both species
OG0000405	multi-copy orthogroup present in both species
OG0000406	elegans-specific multi-copy
OG0000407	multi-caeno inopinata-absent
OG0000408	elegans-specific multi-copy
OG0000409	multi-caeno elegans-absent
OG0000410	inopinata-specific multi-copy
OG0000411	inopinata-specific multi-copy
OG0000412	inopinata-specific multi-copy
OG0000413	inopinata-specific multi-copy
OG0000414	inopinata-specific multi-copy
OG0000415	inopinata-specific multi-copy
OG0000416	inopinata-specific multi-copy
OG0000424	multi-copy orthogroup present in both species
OG0000425	multi-copy orthogroup present in both species
OG0000426	multi-copy orthogroup present in both species
OG0000427	multi-caeno inopinata-absent
OG0000428	multi-caeno inopinata-absent
OG0000429	multi-copy orthogroup present in both species
OG0000430	multi-caeno elegans-absent
OG0000431	multi-copy orthogroup present in both species
OG0000432	multi-copy orthogroup present in both species
OG0000433	multi-caeno inopinata-absent
OG0000434	multi-caeno inopinata-absent
OG0000435	multi-copy orthogroup present in both species
OG0000436	multi-copy orthogroup present in both species
OG0000437	multi-copy orthogroup present in both species
OG0000440	multi-caeno inopinata-absent
OG0000441	multi-copy orthogroup present in both species
OG0000443	multi-copy orthogroup present in both species
OG0000444	multi-copy orthogroup present in both species
OG0000446	multi-copy orthogroup present in both species
OG0000447	multi-copy orthogroup present in both species
OG0000448	multi-copy orthogroup present in both species
OG0000450	multi-caeno inopinata-absent
OG0000451	multi-caeno inopinata-absent
OG0000453	multi-copy orthogroup present in both species
OG0000454	multi-caeno inopinata-absent
OG0000455	multi-copy orthogroup present in both species
OG0000456	elegans-specific multi-copy
OG0000457	multi-caeno inopinata-absent
OG0000458	multi-caeno inopinata-absent
OG0000459	inopinata-specific multi-copy
OG0000460	inopinata-specific multi-copy
OG0000461	inopinata-specific multi-copy
OG0000462	inopinata-specific multi-copy
OG0000463	inopinata-specific multi-copy
OG0000464	inopinata-specific multi-copy
OG0000465	inopinata-specific multi-copy
OG0000466	inopinata-specific multi-copy
OG0000467	inopinata-specific multi-copy
OG0000468	inopinata-specific multi-copy
OG0000469	multi-caeno elegans-absent
OG0000478	single-copy ortholog
OG0000479	multi-caeno elegans-absent
OG0000480	multi-copy orthogroup present in both species
OG0000481	multi-caeno inopinata-absent
OG0000482	multi-caeno inopinata-absent
OG0000483	multi-copy orthogroup present in both species
OG0000484	multi-copy orthogroup present in both species
OG0000485	multi-copy orthogroup present in both species
OG0000487	multi-copy orthogroup present in both species
OG0000488	multi-caeno inopinata-absent
OG0000490	multi-copy orthogroup present in both species
OG0000491	multi-copy orthogroup present in both species
OG0000492	multi-copy orthogroup present in both species
OG0000493	multi-copy orthogroup present in both species
OG0000495	single-copy ortholog
OG0000496	single-copy ortholog
OG0000499	multi-caeno elegans-absent
OG0000500	multi-copy orthogroup present in both species
OG0000501	multi-caeno inopinata-absent
OG0000502	multi-copy orthogroup present in both species
OG0000504	multi-copy orthogroup present in both species
OG0000506	multi-copy orthogroup present in both species
OG0000507	multi-caeno inopinata-absent
OG0000508	single-copy ortholog
OG0000510	multi-copy orthogroup present in both species
OG0000511	multi-copy orthogroup present in both species
OG0000512	multi-caeno inopinata-absent
OG0000513	multi-caeno inopinata-absent
OG0000514	multi-copy orthogroup present in both species
OG0000515	inopinata-specific multi-copy
OG0000516	inopinata-specific multi-copy
OG0000517	inopinata-specific multi-copy
OG0000518	inopinata-specific multi-copy
OG0000519	multi-caeno elegans-absent
OG0000520	multi-caeno elegans-absent
OG0000527	multi-copy orthogroup present in both species
OG0000528	multi-copy orthogroup present in both species
OG0000529	multi-copy orthogroup present in both species
OG0000530	multi-copy orthogroup present in both species
OG0000531	multi-caeno inopinata-absent
OG0000533	multi-copy orthogroup present in both species
OG0000534	multi-copy orthogroup present in both species
OG0000536	multi-copy orthogroup present in both species
OG0000537	multi-copy orthogroup present in both species
OG0000538	multi-copy orthogroup present in both species
OG0000539	multi-copy orthogroup present in both species
OG0000540	multi-copy orthogroup present in both species
OG0000541	multi-caeno inopinata-absent
OG0000542	multi-copy orthogroup present in both species
OG0000543	multi-copy orthogroup present in both species
OG0000544	multi-copy orthogroup present in both species
OG0000545	multi-caeno inopinata-absent
OG0000546	multi-copy orthogroup present in both species
OG0000547	multi-copy orthogroup present in both species
OG0000548	multi-copy orthogroup present in both species
OG0000549	multi-copy orthogroup present in both species
OG0000550	multi-copy orthogroup present in both species
OG0000551	multi-copy orthogroup present in both species
OG0000554	multi-caeno inopinata-absent
OG0000555	multi-copy orthogroup present in both species
OG0000556	multi-copy orthogroup present in both species
OG0000557	multi-copy orthogroup present in both species
OG0000558	single-copy ortholog
OG0000559	multi-copy orthogroup present in both species
OG0000560	multi-copy orthogroup present in both species
OG0000561	multi-copy orthogroup present in both species
OG0000562	multi-copy orthogroup present in both species
OG0000563	multi-caeno inopinata-absent
OG0000564	multi-copy orthogroup present in both species
OG0000565	single-copy ortholog
OG0000566	multi-copy orthogroup present in both species
OG0000567	single-copy ortholog
OG0000568	multi-copy orthogroup present in both species
OG0000569	multi-copy orthogroup present in both species
OG0000570	multi-copy orthogroup present in both species
OG0000571	multi-caeno inopinata-absent
OG0000573	multi-copy orthogroup present in both species
OG0000574	multi-copy orthogroup present in both species
OG0000575	multi-copy orthogroup present in both species
OG0000576	multi-copy orthogroup present in both species
OG0000577	multi-copy orthogroup present in both species
OG0000579	multi-copy orthogroup present in both species
OG0000580	multi-copy orthogroup present in both species
OG0000581	multi-caeno inopinata-absent
OG0000582	multi-copy orthogroup present in both species
OG0000583	multi-caeno inopinata-absent
OG0000584	multi-caeno inopinata-absent
OG0000585	multi-copy orthogroup present in both species
OG0000586	multi-copy orthogroup present in both species
OG0000587	inopinata-specific multi-copy
OG0000588	inopinata-specific multi-copy
OG0000589	multi-caeno elegans-absent
OG0000590	multi-caeno elegans-absent
OG0000591	multi-caeno elegans-absent
OG0000592	multi-caeno elegans-absent
OG0000593	inopinata-specific multi-copy
OG0000594	multi-caeno elegans-absent
OG0000595	multi-caeno elegans-absent
OG0000604	multi-copy orthogroup present in both species
OG0000605	multi-caeno inopinata-absent
OG0000606	multi-copy orthogroup present in both species
OG0000608	multi-copy orthogroup present in both species
OG0000609	multi-copy orthogroup present in both species
OG0000610	multi-copy orthogroup present in both species
OG0000611	multi-copy orthogroup present in both species
OG0000612	multi-copy orthogroup present in both species
OG0000613	multi-caeno inopinata-absent
OG0000615	multi-copy orthogroup present in both species
OG0000616	multi-copy orthogroup present in both species
OG0000617	multi-copy orthogroup present in both species
OG0000618	multi-copy orthogroup present in both species
OG0000619	single-copy ortholog
OG0000620	multi-copy orthogroup present in both species
OG0000621	multi-copy orthogroup present in both species
OG0000622	multi-copy orthogroup present in both species
OG0000624	multi-copy orthogroup present in both species
OG0000625	multi-copy orthogroup present in both species
OG0000627	multi-caeno inopinata-absent
OG0000628	multi-copy orthogroup present in both species
OG0000629	multi-caeno inopinata-absent
OG0000630	multi-copy orthogroup present in both species
OG0000631	multi-caeno elegans-absent
OG0000632	multi-copy orthogroup present in both species
OG0000634	multi-copy orthogroup present in both species
OG0000635	multi-copy orthogroup present in both species
OG0000636	multi-copy orthogroup present in both species
OG0000637	multi-copy orthogroup present in both species
OG0000638	multi-caeno inopinata-absent
OG0000640	multi-copy orthogroup present in both species
OG0000641	multi-caeno inopinata-absent
OG0000642	multi-caeno inopinata-absent
OG0000643	multi-copy orthogroup present in both species
OG0000644	multi-caeno inopinata-absent
OG0000645	multi-copy orthogroup present in both species
OG0000646	multi-copy orthogroup present in both species
OG0000647	multi-caeno inopinata-absent
OG0000648	multi-caeno inopinata-absent
OG0000649	multi-copy orthogroup present in both species
OG0000650	multi-copy orthogroup present in both species
OG0000651	multi-copy orthogroup present in both species
OG0000654	multi-copy orthogroup present in both species
OG0000655	multi-copy orthogroup present in both species
OG0000656	multi-copy orthogroup present in both species
OG0000657	multi-copy orthogroup present in both species
OG0000658	multi-copy orthogroup present in both species
OG0000659	multi-copy orthogroup present in both species
OG0000661	multi-copy orthogroup present in both species
OG0000662	single-copy ortholog
OG0000663	multi-caeno inopinata-absent
OG0000664	elegans-specific multi-copy
OG0000665	elegans-specific multi-copy
OG0000666	multi-caeno inopinata-absent
OG0000667	multi-caeno inopinata-absent
OG0000668	elegans-specific multi-copy
OG0000669	multi-copy orthogroup present in both species
OG0000670	inopinata-specific multi-copy
OG0000671	inopinata-specific multi-copy
OG0000672	inopinata-specific multi-copy
OG0000687	multi-caeno elegans-absent
OG0000688	multi-copy orthogroup present in both species
OG0000689	multi-copy orthogroup present in both species
OG0000692	multi-copy orthogroup present in both species
OG0000693	multi-copy orthogroup present in both species
OG0000694	multi-copy orthogroup present in both species
OG0000695	multi-caeno inopinata-absent
OG0000696	multi-caeno inopinata-absent
OG0000697	multi-caeno elegans-absent
OG0000698	multi-copy orthogroup present in both species
OG0000699	multi-copy orthogroup present in both species
OG0000700	multi-copy orthogroup present in both species
OG0000703	multi-copy orthogroup present in both species
OG0000704	multi-copy orthogroup present in both species
OG0000705	multi-copy orthogroup present in both species
OG0000706	multi-copy orthogroup present in both species
OG0000708	multi-copy orthogroup present in both species
OG0000709	multi-copy orthogroup present in both species
OG0000710	multi-caeno inopinata-absent
OG0000712	multi-copy orthogroup present in both species
OG0000713	multi-caeno inopinata-absent
OG0000714	multi-caeno inopinata-absent
OG0000715	multi-copy orthogroup present in both species
OG0000716	multi-copy orthogroup present in both species
OG0000717	multi-copy orthogroup present in both species
OG0000719	multi-caeno inopinata-absent
OG0000720	multi-caeno inopinata-absent
OG0000721	single-copy ortholog
OG0000722	multi-copy orthogroup present in both species
OG0000723	multi-copy orthogroup present in both species
OG0000724	multi-copy orthogroup present in both species
OG0000725	multi-copy orthogroup present in both species
OG0000726	multi-copy orthogroup present in both species
OG0000728	multi-caeno elegans-absent
OG0000729	multi-caeno elegans-absent
OG0000730	single-copy ortholog
OG0000731	multi-copy orthogroup present in both species
OG0000732	multi-copy orthogroup present in both species
OG0000733	multi-copy orthogroup present in both species
OG0000734	multi-copy orthogroup present in both species
OG0000735	single-copy ortholog
OG0000737	multi-copy orthogroup present in both species
OG0000739	single-copy ortholog
OG0000740	multi-copy orthogroup present in both species
OG0000741	multi-copy orthogroup present in both species
OG0000742	multi-copy orthogroup present in both species
OG0000743	multi-copy orthogroup present in both species
OG0000745	multi-copy orthogroup present in both species
OG0000748	multi-copy orthogroup present in both species
OG0000749	multi-copy orthogroup present in both species
OG0000750	multi-copy orthogroup present in both species
OG0000751	multi-caeno inopinata-absent
OG0000752	multi-copy orthogroup present in both species
OG0000753	multi-copy orthogroup present in both species
OG0000754	multi-copy orthogroup present in both species
OG0000755	multi-copy orthogroup present in both species
OG0000757	multi-copy orthogroup present in both species
OG0000758	multi-copy orthogroup present in both species
OG0000759	multi-copy orthogroup present in both species
OG0000760	multi-caeno inopinata-absent
OG0000761	elegans-specific multi-copy
OG0000762	elegans-specific multi-copy
OG0000763	elegans-specific multi-copy
OG0000764	multi-caeno inopinata-absent
OG0000765	multi-caeno inopinata-absent
OG0000766	multi-caeno inopinata-absent
OG0000767	inopinata-specific multi-copy
OG0000768	inopinata-specific multi-copy
OG0000769	inopinata-specific multi-copy
OG0000770	multi-caeno elegans-absent
OG0000771	multi-caeno elegans-absent
OG0000772	inopinata-specific multi-copy
OG0000773	multi-caeno elegans-absent
OG0000784	multi-copy orthogroup present in both species
OG0000785	multi-copy orthogroup present in both species
OG0000787	multi-caeno inopinata-absent
OG0000788	multi-copy orthogroup present in both species
OG0000789	multi-caeno elegans-absent
OG0000791	single-copy ortholog
OG0000792	multi-copy orthogroup present in both species
OG0000793	multi-copy orthogroup present in both species
OG0000795	multi-caeno inopinata-absent
OG0000796	multi-copy orthogroup present in both species
OG0000797	multi-copy orthogroup present in both species
OG0000798	multi-copy orthogroup present in both species
OG0000799	multi-copy orthogroup present in both species
OG0000800	multi-copy orthogroup present in both species
OG0000801	single-copy ortholog
OG0000802	multi-copy orthogroup present in both species
OG0000803	multi-copy orthogroup present in both species
OG0000805	multi-copy orthogroup present in both species
OG0000806	multi-copy orthogroup present in both species
OG0000807	multi-copy orthogroup present in both species
OG0000808	multi-caeno inopinata-absent
OG0000809	multi-copy orthogroup present in both species
OG0000810	multi-copy orthogroup present in both species
OG0000812	multi-copy orthogroup present in both species
OG0000813	multi-copy orthogroup present in both species
OG0000814	multi-copy orthogroup present in both species
OG0000815	multi-copy orthogroup present in both species
OG0000816	single-copy ortholog
OG0000817	multi-caeno inopinata-absent
OG0000818	multi-copy orthogroup present in both species
OG0000819	multi-copy orthogroup present in both species
OG0000820	multi-copy orthogroup present in both species
OG0000821	single-copy ortholog
OG0000822	multi-copy orthogroup present in both species
OG0000825	multi-caeno elegans-absent
OG0000826	single-copy ortholog
OG0000828	multi-copy orthogroup present in both species
OG0000829	multi-copy orthogroup present in both species
OG0000830	multi-copy orthogroup present in both species
OG0000831	multi-copy orthogroup present in both species
OG0000832	multi-copy orthogroup present in both species
OG0000833	multi-copy orthogroup present in both species
OG0000834	multi-caeno inopinata-absent
OG0000836	multi-caeno inopinata-absent
OG0000837	multi-copy orthogroup present in both species
OG0000839	multi-copy orthogroup present in both species
OG0000840	multi-copy orthogroup present in both species
OG0000841	multi-copy orthogroup present in both species
OG0000842	multi-copy orthogroup present in both species
OG0000843	multi-caeno elegans-absent
OG0000844	multi-copy orthogroup present in both species
OG0000845	multi-copy orthogroup present in both species
OG0000846	multi-copy orthogroup present in both species
OG0000847	multi-copy orthogroup present in both species
OG0000848	multi-copy orthogroup present in both species
OG0000849	single-copy ortholog
OG0000850	multi-caeno inopinata-absent
OG0000851	multi-copy orthogroup present in both species
OG0000853	multi-copy orthogroup present in both species
OG0000854	multi-caeno inopinata-absent
OG0000855	multi-copy orthogroup present in both species
OG0000856	multi-copy orthogroup present in both species
OG0000857	multi-caeno elegans-absent
OG0000858	multi-caeno inopinata-absent
OG0000861	multi-caeno inopinata-absent
OG0000862	multi-copy orthogroup present in both species
OG0000863	multi-copy orthogroup present in both species
OG0000864	multi-caeno inopinata-absent
OG0000865	multi-caeno inopinata-absent
OG0000866	single-copy ortholog
OG0000867	multi-copy orthogroup present in both species
OG0000869	multi-copy orthogroup present in both species
OG0000870	multi-copy orthogroup present in both species
OG0000871	multi-caeno inopinata-absent
OG0000872	multi-copy orthogroup present in both species
OG0000873	multi-copy orthogroup present in both species
OG0000874	single-copy ortholog
OG0000875	multi-copy orthogroup present in both species
OG0000876	multi-copy orthogroup present in both species
OG0000877	multi-copy orthogroup present in both species
OG0000879	multi-caeno inopinata-absent
OG0000880	multi-copy orthogroup present in both species
OG0000882	single-copy ortholog
OG0000883	elegans-specific multi-copy
OG0000884	elegans-specific multi-copy
OG0000885	multi-copy orthogroup present in both species
OG0000886	elegans-specific multi-copy
OG0000887	inopinata-specific multi-copy
OG0000888	multi-caeno elegans-absent
OG0000889	inopinata-specific multi-copy
OG0000890	multi-caeno elegans-absent
OG0000891	inopinata-specific multi-copy
OG0000892	inopinata-specific multi-copy
OG0000893	multi-caeno elegans-absent
OG0000894	inopinata-specific multi-copy
OG0000895	inopinata-specific multi-copy
OG0000896	multi-caeno elegans-absent
OG0000921	multi-copy orthogroup present in both species
OG0000922	multi-caeno inopinata-absent
OG0000923	multi-copy orthogroup present in both species
OG0000924	single-copy ortholog
OG0000925	multi-copy orthogroup present in both species
OG0000926	multi-copy orthogroup present in both species
OG0000927	multi-caeno inopinata-absent
OG0000928	single-copy ortholog
OG0000929	multi-caeno inopinata-absent
OG0000930	multi-copy orthogroup present in both species
