interpro_id	interpro_description	all_genes_with	all_genes_without	test_genes_with	test_genes_without	fra_all_genes_with	fra_test_genes_with	chisq_statistic	chisq_df	chisq_p	pos_neg	p.adj
IPR000242	Tyrosine-specific protein phosphatase, PTPase domain	71	31348	60	10449	0.00225977911454852	0.00570993528740008	28.9898749478919	1	7.27575928005348E-08	positive	4.6326743634086E-05
IPR008042	Retrotransposon, Pao	117	31302	5	10504	0.00372386135777714	0.000475827940616673	27.5274224139494	1	1.54882845700528E-07	positive	9.29828101102715E-05
IPR029021	Protein-tyrosine phosphatase-like	89	31330	67	10442	0.00283268086189885	0.00637609440426342	25.7178957280779	1	3.95145835641718E-07	positive	0.000212892417910353
IPR040676	Domain of unknown function DUF5641	108	31311	5	10504	0.00343741048410198	0.000475827940616673	24.608478402561	1	7.02420086431468E-07	positive	0.000359981728197512
IPR000387	Tyrosine-specific protein phosphatases domain	76	31343	59	10450	0.0024189184888125	0.00561476969927674	24.0666409267781	1	9.30585469225591E-07	positive	0.000465558616175431
IPR036691	Endonuclease/exonuclease/phosphatase superfamily	114	31305	7	10502	0.00362837773321875	0.000666159116863342	22.9962473782368	1	1.62317931702624E-06	positive	0.000775141904758076
IPR011009	Protein kinase-like domain superfamily	273	31146	148	10361	0.00868900983481333	0.0140845070422535	22.5121617239397	1	2.08817354025805E-06	positive	0.00097503783173116
IPR008160	Collagen triple helix repeat	127	31292	10	10499	0.0040421401063051	0.000951655881233346	22.1565992962088	1	2.51290680775134E-06	positive	0.00114785212705372
IPR002486	Nematode cuticle collagen, N-terminal	131	31288	11	10498	0.00416945160571629	0.00104682146935668	21.8356011927575	1	2.97037247549466E-06	positive	0.00130028055114779
IPR000719	Protein kinase domain	245	31174	134	10375	0.00779782933893504	0.0127521888085268	21.0191106080379	1	4.54724986270498E-06	positive	0.00183743873298379
IPR009878	Phlebovirus glycoprotein G2, fusion domain	60	31359	0	10509	0.00190967249116776	0	18.7833326601804	1	1.46441322098412E-05	positive	0.00530521562057214
IPR005135	Endonuclease/exonuclease/phosphatase	78	31341	3	10506	0.00248257423851809	0.000285496764370004	18.5925782392197	1	1.61849434792714E-05	positive	0.00576403444722799
IPR018497	Peptidase M13, C-terminal domain	52	31367	42	10467	0.0016550494923454	0.00399695470118005	18.2692427791116	1	1.91778763192635E-05	positive	0.00660599241344861
IPR000718	Peptidase M13	56	31363	44	10465	0.00178236099175658	0.00418728587742672	18.1387070613283	1	2.05383797267607E-05	positive	0.0068500386479158
IPR021109	Aspartic peptidase domain superfamily	147	31272	17	10492	0.00467869760336102	0.00161781499809669	18.1611437443217	1	2.02978173977081E-05	positive	0.0068500386479158
IPR025898	Tc3 transposase, DNA binding domain	63	31356	1	10508	0.00200515611572615	9.51655881233346E-05	17.6172978371574	1	2.70120200954515E-05	positive	0.00873194717300965
IPR017441	Protein kinase, ATP binding site	158	31261	91	10418	0.00502880422674178	0.00866006851922345	16.9720703078408	1	3.79337594113426E-05	positive	0.0117215316581049
IPR001650	Helicase, C-terminal	55	31364	42	10467	0.00175053311690378	0.00399695470118005	16.2523414890252	1	5.54410357127825E-05	positive	0.0164133181286797
IPR016024	Armadillo-type fold	118	31301	72	10437	0.00375568923262994	0.00685192234488009	16.0493158252393	1	6.17139218865579E-05	positive	0.0180101795372271
IPR036322	WD40-repeat-containing domain superfamily	99	31320	63	10446	0.00315095961042681	0.00599543205177008	15.8174910929662	1	6.97546881927449E-05	positive	0.0198065609230535
IPR027417	P-loop containing nucleoside triphosphate hydrolase	346	31073	168	10341	0.0110124446990674	0.0159878188047202	15.6810219928497	1	7.49726719888943E-05	positive	0.0210043437844086
IPR014001	Helicase superfamily 1/2, ATP-binding domain	54	31365	41	10468	0.00171870524205099	0.00390178911305672	15.6447103690746	1	7.64260505180114E-05	positive	0.0211297917563744
IPR008737	Peptidase aspartic, putative	68	31351	3	10506	0.00216429548999013	0.000285496764370004	15.3512726384515	1	8.92607823345969E-05	positive	0.0243577604988903
IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain	77	31342	5	10504	0.0024507463636653	0.000475827940616673	14.7409592937392	1	0.000123337514214313	positive	0.0323945981083893
IPR011989	Armadillo-like helical	87	31332	56	10453	0.00276902511219326	0.00532927293490674	14.4370043787944	1	0.000144926420245245	positive	0.0369708595098487
IPR011545	DEAD/DEAH box helicase domain	39	31380	32	10477	0.00124128711925905	0.00304529881994671	14.1073230427615	1	0.000172670239994381	positive	0.0426840833266109
IPR036420	BRCT domain superfamily	25	31394	24	10485	0.000795696871319902	0.00228397411496003	13.6908906990008	1	0.000215497234259179	positive	0.052046297543148
IPR005514	Chymotrypsin family Peptidase-S1	29	31390	26	10483	0.000923008370731086	0.0024743052912067	13.3019566147511	1	0.000265129293783134	positive	0.063305644556491
IPR015943	WD40/YVTN repeat-like-containing domain superfamily	108	31311	64	10445	0.00343741048410198	0.00609059763989341	12.9215131609423	1	0.000324827169438719	positive	0.0758363164916262
IPR041588	Integrase zinc-binding domain	134	31285	20	10489	0.00426493523027467	0.00190331176246669	11.3670880829029	1	0.000747569864666678	positive	0.149599409489298
IPR013083	Zinc finger, RING/FYVE/PHD-type	148	31271	79	10430	0.00471052547821382	0.00751808146174343	11.0064558766864	1	0.000907950879316535	positive	0.175026274093569
IPR036860	SH2 domain superfamily	46	31373	33	10476	0.00146408224322862	0.00314046440807004	10.8891568053093	1	0.00096728852577604	positive	0.182486269957788
IPR001680	WD40 repeat	80	31339	49	10460	0.00254622998822369	0.0046631138180434	10.8207696225176	1	0.00100367758959549	positive	0.184993627303336
IPR000980	SH2 domain	41	31378	29	10480	0.00130494286896464	0.0027598020555767	9.14325459613267	1	0.00249636658829394	positive	0.409794177759628
IPR024079	Metallopeptidase, catalytic domain superfamily	89	31330	51	10458	0.00283268086189885	0.00485344499429006	9.06098964697004	1	0.00261120609431552	positive	0.42205124964429
IPR016159	Cullin repeat-like-containing domain superfamily	22	31397	19	10490	0.000700213246761514	0.00180814617434336	8.79061537081302	1	0.00302784095562552	positive	0.471266623404469
IPR001995	Peptidase A2A, retrovirus, catalytic	30	31389	0	10509	0.000954836245583882	0	8.75052442785983	1	0.00309513034503639	positive	0.474707144597843
IPR036770	Ankyrin repeat-containing domain superfamily	73	31346	43	10466	0.00232343486425411	0.00409212028930339	8.29559976272109	1	0.00397412530955937	positive	0.568056605472527
IPR035979	RNA-binding domain superfamily	117	31302	62	10447	0.00372386135777714	0.00590026646364675	8.26591898219289	1	0.00403962079607179	positive	0.569667866893023
IPR045093	Cullin	19	31400	17	10492	0.000604729622203126	0.00161781499809669	8.27482166891898	1	0.00401986106443148	positive	0.569667866893023
IPR035849	Fes/Fps/Fer, SH2 domain	14	31405	14	10495	0.000445590247939145	0.00133231823372668	7.99467009283822	1	0.00469152478179759	positive	0.648541570494283
IPR016130	Protein-tyrosine phosphatase, active site	37	31382	26	10483	0.00117763136955345	0.0024743052912067	7.97911189312023	1	0.00473201504569017	positive	0.649863399608117
IPR008753	Peptidase M13, N-terminal domain	33	31386	24	10485	0.00105031987014227	0.00228397411496003	7.93963214379097	1	0.00483636650664162	positive	0.659881383360739
IPR007110	Immunoglobulin-like domain	44	31375	3	10506	0.00140042649352303	0.000285496764370004	7.77557265830992	1	0.00529574257593289	positive	0.695463393784386
IPR016158	Cullin homology domain	16	31403	15	10494	0.000509245997644737	0.00142748382185002	7.78482760542056	1	0.00526868180678568	positive	0.695463393784386
IPR036317	Cullin homology domain superfamily	16	31403	15	10494	0.000509245997644737	0.00142748382185002	7.78482760542056	1	0.00526868180678568	positive	0.695463393784386
IPR001373	Cullin, N-terminal	20	31399	17	10492	0.000636557497055922	0.00161781499809669	7.52060883019688	1	0.00609970608052288	positive	0.786300761742004
IPR036179	Immunoglobulin-like domain superfamily	48	31371	4	10505	0.00152773799293421	0.000380662352493338	7.46522863448552	1	0.0062902042166383	positive	0.796203439759059
IPR042089	Peptidase M13, domain 2	34	31385	24	10485	0.00108214774499507	0.00228397411496003	7.38415211368902	1	0.00658010829954868	positive	0.827911590359981
IPR020635	Tyrosine-protein kinase, catalytic domain	49	31370	31	10478	0.00155956586778701	0.00295013323182337	7.2794821616464	1	0.00697466394652272	positive	0.857027127744651
IPR001357	BRCT domain	15	31404	14	10495	0.000477418122791941	0.00133231823372668	7.13374954252514	1	0.00756463769505077	positive	0.918775533227785
IPR019559	Cullin protein, neddylation domain	15	31404	14	10495	0.000477418122791941	0.00133231823372668	7.13374954252514	1	0.00756463769505077	positive	0.918775533227785
IPR041577	Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain	25	31394	0	10509	0.000795696871319902	0	7.08496578969922	1	0.00777333032991382	positive	0.933332667955139
IPR017452	GPCR, rhodopsin-like, 7TM	138	31281	26	10483	0.00439224672968586	0.0024743052912067	6.95267824515806	1	0.00836938434103493	positive	0.971588418639922
IPR000001	Kringle	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR000003	Retinoid X receptor/HNF4	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000007	Tubby, C-terminal	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000008	C2 domain	31	31388	9	10500	0.000986664120436678	0.000856490293110011	0.0368282925964689	1	0.847815062423485	positive	1
IPR000009	Protein phosphatase 2A regulatory subunit PR55	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000010	Cystatin domain	6	31413	4	10505	0.000190967249116776	0.000380662352493338	0.525710527966756	1	0.468415846536856	positive	1
IPR000014	PAS domain	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR000020	Anaphylatoxin/fibulin	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000023	Phosphofructokinase domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000031	PurE domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000033	LDLR class B repeat	5	31414	1	10508	0.00015913937426398	9.51655881233346E-05	1.32491245108411E-05	1	0.997095758725643	positive	1
IPR000034	Laminin IV	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000040	Acute myeloid leukemia 1 protein (AML1)/Runt	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000043	Adenosylhomocysteinase-like	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000047	Helix-turn-helix motif	5	31414	1	10508	0.00015913937426398	9.51655881233346E-05	1.32491245108411E-05	1	0.997095758725643	positive	1
IPR000048	IQ motif, EF-hand binding site	10	31409	5	10504	0.000318278748527961	0.000475827940616673	0.1946174588416	1	0.659101014232859	positive	1
IPR000058	Zinc finger, AN1-type	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000059	NUDIX hydrolase, NudL, conserved site	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000061	SWAP/Surp	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000072	PDGF/VEGF domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000073	Alpha/beta hydrolase fold-1	9	31410	4	10505	0.000286450873675165	0.000380662352493338	0.0239189551409783	1	0.877091304132356	positive	1
IPR000082	SEA domain	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000086	NUDIX hydrolase domain	11	31408	5	10504	0.000350106623380757	0.000475827940616673	0.0798278696476959	1	0.77753081207407	positive	1
IPR000089	Biotin/lipoyl attachment	7	31412	0	10509	0.000222795123969573	0	1.19722478077324	1	0.273877061535501	positive	1
IPR000092	Polyprenyl synthetase	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000095	CRIB domain	8	31411	2	10507	0.000254622998822369	0.000190331176246669	2.20839813343281E-05	1	0.996250467272188	positive	1
IPR000101	Gamma-glutamyltranspeptidase	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000109	Proton-dependent oligopeptide transporter family	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000111	Glycoside hydrolase family 27/36, conserved site	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000115	Phosphoribosylglycinamide synthetase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000118	Granulin	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000120	Amidase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000131	ATP synthase, F1 complex, gamma subunit	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000146	Fructose-1,6-bisphosphatase class 1	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000152	EGF-type aspartate/asparagine hydroxylation site	20	31399	5	10504	0.000636557497055922	0.000475827940616673	0.125067188081368	1	0.723602400279991	positive	1
IPR000156	Ran binding domain	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000157	Toll/interleukin-1 receptor homology (TIR) domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000159	Ras-associating domain	7	31412	1	10508	0.000222795123969573	9.51655881233346E-05	0.169859971538509	1	0.680236285379319	positive	1
IPR000162	GPCR, family 3, metabotropic glutamate receptor	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000163	Prohibitin	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000164	Histone H3/CENP-A	5	31414	2	10507	0.00015913937426398	0.000190331176246669	3.22318190664765E-25	1	0.999999999999547	positive	1
IPR000169	Cysteine peptidase, cysteine active site	20	31399	5	10504	0.000636557497055922	0.000475827940616673	0.125067188081368	1	0.723602400279991	positive	1
IPR000172	Glucose-methanol-choline oxidoreductase, N-terminal	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000175	Sodium:neurotransmitter symporter	20	31399	16	10493	0.000636557497055922	0.00152264940997335	6.20938232023108	1	0.0127074962333025	positive	1
IPR000182	GNAT domain	12	31407	9	10500	0.000381934498233553	0.000856490293110011	2.65703835799491	1	0.1030925274945	positive	1
IPR000183	Ornithine/DAP/Arg decarboxylase	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000192	Aminotransferase class V domain	7	31412	2	10507	0.000222795123969573	0.000190331176246669	4.22963346255528E-29	1	0.999999999999995	positive	1
IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR000195	Rab-GAP-TBC domain	14	31405	4	10505	0.000445590247939145	0.000380662352493338	3.9758754312344E-05	1	0.994969008678633	positive	1
IPR000196	Large ribosomal subunit protein eL19 domain	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000197	Zinc finger, TAZ-type	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000198	Rho GTPase-activating protein domain	15	31404	7	10502	0.000477418122791941	0.000666159116863342	0.235324084177863	1	0.627603895630101	positive	1
IPR000203	GPS motif	5	31414	1	10508	0.00015913937426398	9.51655881233346E-05	1.32491245108411E-05	1	0.997095758725643	positive	1
IPR000209	Peptidase S8/S53 domain	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR000210	BTB/POZ domain	36	31383	19	10490	0.00114580349470066	0.00180814617434336	2.15450911919365	1	0.142151867656009	positive	1
IPR000215	Serpin family	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000217	Tubulin	10	31409	4	10505	0.000318278748527961	0.000380662352493338	6.44740678671582E-25	1	0.999999999999359	positive	1
IPR000218	Large ribosomal subunit protein uL14	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000219	Dbl homology (DH) domain	12	31407	4	10505	0.000381934498233553	0.000380662352493338	1.16434974495807E-25	1	0.999999999999728	positive	1
IPR000222	PPM-type phosphatase, divalent cation binding	5	31414	4	10505	0.00015913937426398	0.000380662352493338	0.915985708220337	1	0.338531206470923	positive	1
IPR000223	Peptidase S26A, signal peptidase I	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000225	Armadillo	12	31407	7	10502	0.000381934498233553	0.000666159116863342	0.84660290110339	1	0.357515140301507	positive	1
IPR000232	Heat shock factor (HSF)-type, DNA-binding	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000235	Small ribosomal subunit protein uS7	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000237	GRIP domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000239	GPCR kinase	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000241	Ribosomal RNA large subunit methyltransferase K/L-like, methyltransferase domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR000243	Peptidase T1A, proteasome beta-subunit	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000244	Large ribosomal subunit protein bL9	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000245	V-ATPase proteolipid subunit	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000253	Forkhead-associated (FHA) domain	11	31408	7	10502	0.000350106623380757	0.000666159116863342	1.16998375976335	1	0.279404577465184	positive	1
IPR000261	EH domain	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR000266	Small ribosomal subunit protein uS17	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000268	DNA-directed RNA polymerase subunit RPABC5/Rpb10	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000270	PB1 domain	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR000276	G protein-coupled receptor, rhodopsin-like	98	31321	21	10488	0.00311913173557402	0.00199847735059003	3.11086113229907	1	0.0777718314325435	positive	1
IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000286	Histone deacetylase family	5	31414	4	10505	0.00015913937426398	0.000380662352493338	0.915985708220337	1	0.338531206470923	positive	1
IPR000297	Peptidyl-prolyl cis-trans isomerase, PpiC-type	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000299	FERM domain	13	31406	2	10507	0.000413762373086349	0.000190331176246669	0.56341052824641	1	0.452889343560657	positive	1
IPR000300	Inositol polyphosphate-related phosphatase	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR000301	Tetraspanin, animals	4	31415	1	10508	0.000127311499411184	9.51655881233346E-05	6.67087712378665E-29	1	0.999999999999993	positive	1
IPR000304	Pyrroline-5-carboxylate reductase	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000305	GIY-YIG endonuclease	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000306	FYVE zinc finger	11	31408	4	10505	0.000350106623380757	0.000380662352493338	4.49059338716715E-26	1	0.999999999999831	positive	1
IPR000307	Small ribosomal subunit protein bS16	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000313	PWWP domain	2	31417	2	10507	6.36557497055922E-05	0.000190331176246669	0.329374314794778	1	0.566027746650271	positive	1
IPR000315	B-box-type zinc finger	5	31414	1	10508	0.00015913937426398	9.51655881233346E-05	1.32491245108411E-05	1	0.997095758725643	positive	1
IPR000322	Glycoside hydrolase family 31, TIM barrel domain	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000323	Copper type II, ascorbate-dependent monooxygenase, N-terminal	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	4	31415	0	10509	0.000127311499411184	0	0.336232127038152	1	0.562012226133822	positive	1
IPR000327	POU-specific domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000330	SNF2, N-terminal	13	31406	8	10501	0.000413762373086349	0.000761324704986677	1.26876627023068	1	0.259998254398279	positive	1
IPR000331	Rap/Ran-GAP domain	3	31416	1	10508	9.54836245583882E-05	9.51655881233346E-05	2.91087436239518E-26	1	0.999999999999864	positive	1
IPR000333	Ser/Thr protein kinase, TGFB receptor	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000337	GPCR, family 3	3	31416	0	10509	9.54836245583882E-05	0	0.112649853168238	1	0.737147250938883	positive	1
IPR000340	Dual specificity phosphatase, catalytic domain	13	31406	6	10503	0.000413762373086349	0.000570993528740008	0.152592637766575	1	0.696069951627199	positive	1
IPR000341	Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000344	7TM GPCR, serpentine receptor class a (Sra)	18	31401	5	10504	0.000572901747350329	0.000475827940616673	0.0162419210469112	1	0.898589154908244	positive	1
IPR000352	Peptide chain release factor class I	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000357	HEAT repeat	3	31416	2	10507	9.54836245583882E-05	0.000190331176246669	0.064857012081101	1	0.798977680791708	positive	1
IPR000361	FeS cluster biogenesis	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000362	Fumarate lyase family	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000367	G-protein alpha subunit, group S	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
IPR000372	Leucine-rich repeat N-terminal domain	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000375	Dynamin stalk domain	2	31417	1	10508	6.36557497055922E-05	9.51655881233346E-05	1.13183733630008E-24	1	0.999999999999151	positive	1
IPR000380	DNA topoisomerase, type IA	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000398	Thymidylate synthase	1	31418	1	10508	3.18278748527961E-05	9.51655881233346E-05	8.10693038362479E-24	1	0.999999999997728	positive	1
IPR000402	Sodium/potassium-transporting ATPase subunit beta	2	31417	0	10509	6.36557497055922E-05	0	4.41595348744192E-06	1	0.998323313038817	positive	1
IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain	10	31409	5	10504	0.000318278748527961	0.000475827940616673	0.1946174588416	1	0.659101014232859	positive	1
IPR000406	Rho protein GDP-dissociation inhibitor	1	31418	0	10509	3.18278748527961E-05	0	9.66753586239211E-29	1	0.999999999999992	positive	1
